Epoch,Timestamp,Total_EP,Total_Reward,Pokemon_Caught,Efficiency_Score
826,16:02:49,90700,73852,39,1.0,EXPLORE
826,16:02:50,90700,73862,39,1.0,BATTLE
826,16:02:50,90700,73872,39,1.0,BATTLE
827,16:02:53,90800,73894,39,1.0,EXPLORE
827,16:02:53,90800,73894,39,1.0,EXPLORE
827,16:02:53,90800,73899,39,1.0,CATCH
827,16:02:54,90800,73949,39,1.0,CATCH
827,16:02:55,90800,74199,39,1.0,CATCH
827,16:02:55,90800,74204,40,1.0,EXPLORE
827,16:02:55,90800,74206,40,1.0,EXPLORE
827,16:02:56,90800,74206,40,1.0,EXPLORE
827,16:02:56,90800,74208,40,1.0,EXPLORE
827,16:02:56,90800,74213,40,1.0,EXPLORE
827,16:02:57,90800,74215,40,1.0,EXPLORE
827,16:02:57,90800,74217,40,1.0,EXPLORE
827,16:02:58,90800,74219,40,1.0,EXPLORE
827,16:02:58,90800,74221,40,1.0,EXPLORE
827,16:02:58,90800,74223,40,1.0,EXPLORE
827,16:02:59,90800,74225,40,1.0,EXPLORE
827,16:02:59,90800,74230,40,1.0,EXPLORE
827,16:02:59,90800,74232,40,1.0,EXPLORE
827,16:03:00,90800,74242,40,1.0,BATTLE
827,16:03:00,90800,74252,40,1.0,BATTLE
828,16:03:03,90900,74274,40,1.0,EXPLORE
828,16:03:03,90900,74279,40,1.0,EXPLORE
828,16:03:04,90900,74284,40,1.0,EXPLORE
828,16:03:04,90900,74284,40,1.0,EXPLORE
828,16:03:04,90900,74286,40,1.0,EXPLORE
828,16:03:05,90900,74288,40,1.0,EXPLORE
828,16:03:05,90900,74290,40,1.0,EXPLORE
828,16:03:05,90900,74300,40,1.0,BATTLE
828,16:03:06,90900,74310,40,1.0,BATTLE
829,16:03:09,91000,74332,40,1.0,EXPLORE
829,16:03:09,91000,74342,40,1.0,BATTLE
829,16:03:10,91000,74352,40,1.0,BATTLE
830,16:03:12,91100,74374,40,1.0,EXPLORE
830,16:03:13,91100,74376,40,1.0,EXPLORE
830,16:03:13,91100,74386,40,1.0,BATTLE
830,16:03:14,91100,74396,40,1.0,BATTLE
831,16:03:16,91200,74418,40,1.0,EXPLORE
831,16:03:16,91200,74423,40,1.0,EXPLORE
831,16:03:17,91200,74425,40,1.0,EXPLORE
831,16:03:17,91200,74427,40,1.0,EXPLORE
831,16:03:18,91200,74427,40,1.0,EXPLORE
831,16:03:18,91200,74427,40,1.0,EXPLORE
831,16:03:18,91200,74429,40,1.0,EXPLORE
831,16:03:19,91200,74431,40,1.0,EXPLORE
831,16:03:19,91200,74431,40,1.0,EXPLORE
831,16:03:19,91200,74436,40,1.0,EXPLORE
831,16:03:20,91200,74438,40,1.0,EXPLORE
831,16:03:20,91200,74443,40,1.0,EXPLORE
831,16:03:21,91200,74445,40,1.0,EXPLORE
831,16:03:21,91200,74445,40,1.0,EXPLORE
831,16:03:21,91200,74447,40,1.0,EXPLORE
831,16:03:22,91200,74452,40,1.0,EXPLORE
831,16:03:22,91200,74454,40,1.0,EXPLORE
831,16:03:22,91200,74456,40,1.0,EXPLORE
831,16:03:23,91200,74458,40,1.0,EXPLORE
831,16:03:23,91200,74460,40,1.0,EXPLORE
831,16:03:24,91200,74462,40,1.0,EXPLORE
831,16:03:24,91200,74462,40,1.0,EXPLORE
831,16:03:24,91200,74464,40,1.0,EXPLORE
831,16:03:25,91200,74466,40,1.0,EXPLORE
831,16:03:25,91200,74476,40,1.0,BATTLE
831,16:03:26,91200,74486,40,1.0,BATTLE
832,16:03:28,91200,74451,40,1.0,EXPLORE
832,16:03:28,91200,74451,40,1.0,EXPLORE
832,16:03:29,91200,74453,40,1.0,EXPLORE
832,16:03:29,91200,74455,40,1.0,EXPLORE
832,16:03:30,91200,74460,40,1.0,EXPLORE
832,16:03:30,91200,74462,40,1.0,EXPLORE
832,16:03:30,91200,74462,40,1.0,EXPLORE
832,16:03:31,91200,74467,40,1.0,EXPLORE
832,16:03:31,91200,74477,40,1.0,BATTLE
832,16:03:32,91200,74487,40,1.0,BATTLE
833,16:03:34,91300,74509,40,1.0,EXPLORE
833,16:03:35,91300,74524,40,1.0,HEAL
833,16:03:35,91300,74539,40,1.0,HEAL
833,16:03:36,91300,74554,40,1.0,HEAL
833,16:03:36,91300,74569,40,1.0,HEAL
833,16:03:37,91300,74584,40,1.0,HEAL
833,16:03:37,91300,74599,40,1.0,HEAL
833,16:03:38,91300,74599,40,1.0,EXPLORE
833,16:03:38,91300,74601,40,1.0,EXPLORE
833,16:03:39,91300,74603,40,1.0,EXPLORE
833,16:03:39,91300,74605,40,1.0,EXPLORE
833,16:03:40,91300,74607,40,1.0,EXPLORE
833,16:03:40,91300,74609,40,1.0,EXPLORE
833,16:03:40,91300,74611,40,1.0,EXPLORE
833,16:03:41,91300,74613,40,1.0,EXPLORE
833,16:03:41,91300,74615,40,1.0,EXPLORE
833,16:03:41,91300,74630,40,1.0,HEAL
833,16:03:42,91300,74645,40,1.0,HEAL
833,16:03:43,91300,74660,40,1.0,HEAL
833,16:03:43,91300,74675,40,1.0,HEAL
833,16:03:44,91300,74690,40,1.0,HEAL
833,16:03:44,91300,74705,40,1.0,HEAL
833,16:03:45,91300,74707,40,1.0,EXPLORE
833,16:03:45,91300,74712,40,1.0,EXPLORE
833,16:03:46,91300,74714,40,1.0,EXPLORE
833,16:03:46,91300,74724,40,1.0,BATTLE
833,16:03:47,91300,74734,40,1.0,BATTLE
834,16:03:49,91300,74696,40,1.0,EXPLORE
834,16:03:49,91300,74696,40,1.0,EXPLORE
834,16:03:50,91300,74698,40,1.0,EXPLORE
834,16:03:50,91300,74700,40,1.0,EXPLORE
834,16:03:51,91300,74715,40,1.0,HEAL
834,16:03:51,91300,74730,40,1.0,HEAL
834,16:03:52,91300,74745,40,1.0,HEAL
834,16:03:52,91300,74760,40,1.0,HEAL
834,16:03:53,91300,74775,40,1.0,HEAL
834,16:03:53,91300,74790,40,1.0,HEAL
834,16:03:54,91300,74792,40,1.0,EXPLORE
834,16:03:54,91300,74794,40,1.0,EXPLORE
834,16:03:55,91300,74796,40,1.0,EXPLORE
834,16:03:55,91300,74798,40,1.0,EXPLORE
834,16:03:55,91300,74803,40,1.0,EXPLORE
834,16:03:56,91300,74808,40,1.0,EXPLORE
834,16:03:56,91300,74810,40,1.0,EXPLORE
834,16:03:57,91300,74812,40,1.0,EXPLORE
834,16:03:57,91300,74812,40,1.0,EXPLORE
834,16:03:57,91300,74814,40,1.0,EXPLORE
834,16:03:58,91300,74816,40,1.0,EXPLORE
834,16:03:58,91300,74821,40,1.0,EXPLORE
834,16:03:58,91300,74831,40,1.0,BATTLE
834,16:03:59,91300,74841,40,1.0,BATTLE
835,16:04:01,91400,74863,40,1.0,EXPLORE
835,16:04:02,91400,74865,40,1.0,EXPLORE
835,16:04:02,91400,74875,40,1.0,BATTLE
835,16:04:03,91400,74885,40,1.0,BATTLE
836,16:04:06,91500,74915,40,1.0,BATTLE
836,16:04:06,91500,74925,40,1.0,BATTLE
837,16:04:09,91700,74985,40,1.0,BATTLE
837,16:04:09,91700,74995,40,1.0,BATTLE
838,16:04:12,91800,75017,40,1.0,EXPLORE
838,16:04:12,91800,75017,40,1.0,EXPLORE
838,16:04:12,91800,75022,40,1.0,EXPLORE
838,16:04:13,91800,75024,40,1.0,EXPLORE
838,16:04:13,91800,75026,40,1.0,EXPLORE
838,16:04:14,91800,75028,40,1.0,EXPLORE
838,16:04:14,91800,75030,40,1.0,EXPLORE
838,16:04:14,91800,75032,40,1.0,EXPLORE
838,16:04:15,91800,75037,40,1.0,EXPLORE
838,16:04:15,91800,75037,40,1.0,EXPLORE
838,16:04:15,91800,75039,40,1.0,EXPLORE
838,16:04:16,91800,75049,40,1.0,BATTLE
838,16:04:17,91800,75059,40,1.0,BATTLE
839,16:04:19,92000,75111,40,1.0,EXPLORE
839,16:04:19,92000,75113,40,1.0,EXPLORE
839,16:04:20,92000,75113,40,1.0,EXPLORE
839,16:04:20,92000,75113,40,1.0,EXPLORE
839,16:04:20,92000,75113,40,1.0,EXPLORE
839,16:04:21,92000,75115,40,1.0,EXPLORE
839,16:04:21,92000,75125,40,1.0,BATTLE
839,16:04:22,92000,75135,40,1.0,BATTLE
840,16:04:24,92100,75170,40,1.0,HEAL
840,16:04:25,92100,75185,40,1.0,HEAL
840,16:04:25,92100,75200,40,1.0,HEAL
840,16:04:26,92100,75215,40,1.0,HEAL
840,16:04:27,92100,75230,40,1.0,HEAL
840,16:04:27,92100,75245,40,1.0,HEAL
840,16:04:28,92100,75245,40,1.0,EXPLORE
840,16:04:28,92100,75247,40,1.0,EXPLORE
840,16:04:28,92100,75257,40,1.0,BATTLE
840,16:04:29,92100,75267,40,1.0,BATTLE
841,16:04:31,92200,75289,40,1.0,EXPLORE
841,16:04:32,92200,75289,40,1.0,EXPLORE
841,16:04:32,92200,75291,40,1.0,EXPLORE
841,16:04:33,92200,75291,40,1.0,EXPLORE
841,16:04:33,92200,75293,40,1.0,EXPLORE
841,16:04:33,92200,75293,40,1.0,EXPLORE
841,16:04:34,92200,75295,40,1.0,EXPLORE
841,16:04:34,92200,75305,40,1.0,BATTLE
841,16:04:35,92200,75315,40,1.0,BATTLE
842,16:04:37,92300,75337,40,1.0,EXPLORE
842,16:04:38,92300,75347,40,1.0,BATTLE
842,16:04:38,92300,75357,40,1.0,BATTLE
843,16:04:41,92400,75387,40,1.0,BATTLE
843,16:04:42,92400,75397,40,1.0,BATTLE
844,16:04:44,92600,75449,40,1.0,EXPLORE
844,16:04:45,92600,75459,40,1.0,BATTLE
844,16:04:45,92600,75469,40,1.0,BATTLE
845,16:04:48,92800,75521,40,1.0,EXPLORE
845,16:04:48,92800,75523,40,1.0,EXPLORE
845,16:04:48,92800,75525,40,1.0,EXPLORE
845,16:04:49,92800,75525,40,1.0,EXPLORE
845,16:04:49,92800,75525,40,1.0,EXPLORE
845,16:04:50,92800,75530,40,1.0,EXPLORE
845,16:04:50,92800,75532,40,1.0,EXPLORE
845,16:04:50,92800,75534,40,1.0,EXPLORE
845,16:04:51,92800,75536,40,1.0,EXPLORE
845,16:04:51,92800,75551,40,1.0,HEAL
845,16:04:52,92800,75566,40,1.0,HEAL
845,16:04:52,92800,75581,40,1.0,HEAL
845,16:04:53,92800,75596,40,1.0,HEAL
845,16:04:54,92800,75611,40,1.0,HEAL
845,16:04:54,92800,75626,40,1.0,HEAL
845,16:04:55,92800,75628,40,1.0,EXPLORE
845,16:04:55,92800,75628,40,1.0,EXPLORE
845,16:04:55,92800,75630,40,1.0,EXPLORE
845,16:04:56,92800,75632,40,1.0,EXPLORE
845,16:04:56,92800,75634,40,1.0,EXPLORE
845,16:04:57,92800,75636,40,1.0,EXPLORE
845,16:04:57,92800,75638,40,1.0,EXPLORE
845,16:04:57,92800,75640,40,1.0,EXPLORE
845,16:04:58,92800,75642,40,1.0,EXPLORE
845,16:04:58,92800,75652,40,1.0,BATTLE
845,16:04:59,92800,75662,40,1.0,BATTLE
846,16:05:02,92900,75684,40,1.0,EXPLORE
846,16:05:02,92900,75686,40,1.0,EXPLORE
846,16:05:02,92900,75688,40,1.0,EXPLORE
846,16:05:03,92900,75690,40,1.0,EXPLORE
846,16:05:03,92900,75695,40,1.0,EXPLORE
846,16:05:04,92900,75697,40,1.0,EXPLORE
846,16:05:04,92900,75699,40,1.0,EXPLORE
846,16:05:04,92900,75701,40,1.0,EXPLORE
846,16:05:05,92900,75703,40,1.0,EXPLORE
846,16:05:05,92900,75718,40,1.0,HEAL
846,16:05:06,92900,75733,40,1.0,HEAL
846,16:05:06,92900,75748,40,1.0,HEAL
846,16:05:07,92900,75763,40,1.0,HEAL
846,16:05:07,92900,75778,40,1.0,HEAL
846,16:05:08,92900,75793,40,1.0,HEAL
846,16:05:09,92900,75793,40,1.0,EXPLORE
846,16:05:09,92900,75798,40,1.0,EXPLORE
846,16:05:09,92900,75800,40,1.0,EXPLORE
846,16:05:10,92900,75805,40,1.0,EXPLORE
846,16:05:10,92900,75810,40,1.0,EXPLORE
846,16:05:10,92900,75812,40,1.0,EXPLORE
846,16:05:11,92900,75812,40,1.0,EXPLORE
846,16:05:11,92900,75814,40,1.0,EXPLORE
846,16:05:12,92900,75816,40,1.0,EXPLORE
846,16:05:12,92900,75821,40,1.0,EXPLORE
846,16:05:12,92900,75823,40,1.0,EXPLORE
846,16:05:13,92900,75833,40,1.0,BATTLE
846,16:05:13,92900,75843,40,1.0,BATTLE
847,16:05:16,92900,75805,40,1.0,EXPLORE
847,16:05:16,92900,75807,40,1.0,EXPLORE
847,16:05:17,92900,75809,40,1.0,EXPLORE
847,16:05:17,92900,75811,40,1.0,EXPLORE
847,16:05:17,92900,75813,40,1.0,EXPLORE
847,16:05:18,92900,75818,40,1.0,EXPLORE
847,16:05:18,92900,75820,40,1.0,EXPLORE
847,16:05:18,92900,75822,40,1.0,EXPLORE
847,16:05:19,92900,75824,40,1.0,EXPLORE
847,16:05:19,92900,75824,40,1.0,EXPLORE
847,16:05:20,92900,75826,40,1.0,EXPLORE
847,16:05:20,92900,75826,40,1.0,EXPLORE
847,16:05:20,92900,75828,40,1.0,EXPLORE
847,16:05:21,92900,75830,40,1.0,EXPLORE
847,16:05:21,92900,75830,40,1.0,EXPLORE
847,16:05:21,92900,75832,40,1.0,EXPLORE
847,16:05:22,92900,75834,40,1.0,EXPLORE
847,16:05:22,92900,75836,40,1.0,EXPLORE
847,16:05:23,92900,75846,40,1.0,BATTLE
847,16:05:24,92900,75856,40,1.0,BATTLE
848,16:05:26,93000,75891,40,1.0,HEAL
848,16:05:27,93000,75906,40,1.0,HEAL
848,16:05:27,93000,75921,40,1.0,HEAL
848,16:05:28,93000,75936,40,1.0,HEAL
848,16:05:29,93000,75951,40,1.0,HEAL
848,16:05:29,93000,75966,40,1.0,HEAL
848,16:05:30,93000,75968,40,1.0,EXPLORE
848,16:05:30,93000,75968,40,1.0,EXPLORE
848,16:05:31,93000,75973,40,1.0,EXPLORE
848,16:05:31,93000,75983,40,1.0,BATTLE
848,16:05:32,93000,75993,40,1.0,BATTLE
849,16:05:34,93000,75958,40,1.0,EXPLORE
849,16:05:34,93000,75960,40,1.0,EXPLORE
849,16:05:35,93000,75962,40,1.0,EXPLORE
849,16:05:35,93000,75964,40,1.0,EXPLORE
849,16:05:35,93000,75966,40,1.0,EXPLORE
849,16:05:36,93000,75968,40,1.0,EXPLORE
849,16:05:36,93000,75968,40,1.0,EXPLORE
849,16:05:37,93000,75973,40,1.0,EXPLORE
849,16:05:37,93000,75983,40,1.0,BATTLE
849,16:05:38,93000,75993,40,1.0,BATTLE
850,16:05:40,93100,76015,40,1.0,EXPLORE
850,16:05:40,93100,76017,40,1.0,EXPLORE
850,16:05:41,93100,76019,40,1.0,EXPLORE
850,16:05:41,93100,76021,40,1.0,EXPLORE
850,16:05:41,93100,76026,40,1.0,EXPLORE
850,16:05:42,93100,76028,40,1.0,EXPLORE
850,16:05:42,93100,76033,40,1.0,EXPLORE
850,16:05:43,93100,76033,40,1.0,EXPLORE
850,16:05:43,93100,76038,40,1.0,EXPLORE
850,16:05:43,93100,76040,40,1.0,EXPLORE
850,16:05:44,93100,76042,40,1.0,EXPLORE
850,16:05:44,93100,76042,40,1.0,EXPLORE
850,16:05:44,93100,76042,40,1.0,EXPLORE
850,16:05:45,93100,76044,40,1.0,EXPLORE
850,16:05:45,93100,76046,40,1.0,EXPLORE
850,16:05:46,93100,76046,40,1.0,EXPLORE
850,16:05:46,93100,76048,40,1.0,EXPLORE
850,16:05:46,93100,76050,40,1.0,EXPLORE
850,16:05:47,93100,76050,40,1.0,EXPLORE
850,16:05:47,93100,76052,40,1.0,EXPLORE
850,16:05:47,93100,76054,40,1.0,EXPLORE
850,16:05:48,93100,76056,40,1.0,EXPLORE
850,16:05:48,93100,76066,40,1.0,BATTLE
850,16:05:49,93100,76076,40,1.0,BATTLE
851,16:05:51,93200,76096,40,1.0,EXPLORE
851,16:05:52,93200,76098,40,1.0,EXPLORE
851,16:05:52,93200,76100,40,1.0,EXPLORE
851,16:05:52,93200,76102,40,1.0,EXPLORE
851,16:05:53,93200,76104,40,1.0,EXPLORE
851,16:05:53,93200,76106,40,1.0,EXPLORE
851,16:05:53,93200,76116,40,1.0,BATTLE
851,16:05:54,93200,76126,40,1.0,BATTLE
852,16:05:57,93300,76148,40,1.0,EXPLORE
852,16:05:57,93300,76150,40,1.0,EXPLORE
852,16:05:57,93300,76152,40,1.0,EXPLORE
852,16:05:58,93300,76154,40,1.0,EXPLORE
852,16:05:58,93300,76156,40,1.0,EXPLORE
852,16:05:58,93300,76158,40,1.0,EXPLORE
852,16:05:59,93300,76168,40,1.0,BATTLE
852,16:05:59,93300,76178,40,1.0,BATTLE
853,16:06:02,93400,76200,40,1.0,EXPLORE
853,16:06:02,93400,76202,40,1.0,EXPLORE
853,16:06:03,93400,76207,40,1.0,EXPLORE
853,16:06:03,93400,76217,40,1.0,BATTLE
853,16:06:04,93400,76227,40,1.0,BATTLE
854,16:06:06,93500,76249,40,1.0,EXPLORE
854,16:06:06,93500,76254,40,1.0,EXPLORE
854,16:06:07,93500,76264,40,1.0,BATTLE
854,16:06:07,93500,76274,40,1.0,BATTLE
855,16:06:10,93600,76296,40,1.0,EXPLORE
855,16:06:10,93600,76298,40,1.0,EXPLORE
855,16:06:11,93600,76300,40,1.0,EXPLORE
855,16:06:11,93600,76300,40,1.0,EXPLORE
855,16:06:11,93600,76300,40,1.0,EXPLORE
855,16:06:12,93600,76305,40,1.0,EXPLORE
855,16:06:12,93600,76310,40,1.0,EXPLORE
855,16:06:12,93600,76315,40,1.0,EXPLORE
855,16:06:13,93600,76317,40,1.0,EXPLORE
855,16:06:13,93600,76319,40,1.0,EXPLORE
855,16:06:14,93600,76321,40,1.0,EXPLORE
855,16:06:14,93600,76323,40,1.0,EXPLORE
855,16:06:14,93600,76328,40,1.0,EXPLORE
855,16:06:15,93600,76330,40,1.0,EXPLORE
855,16:06:15,93600,76335,40,1.0,EXPLORE
855,16:06:15,93600,76337,40,1.0,EXPLORE
855,16:06:16,93600,76339,40,1.0,EXPLORE
855,16:06:16,93600,76341,40,1.0,EXPLORE
855,16:06:17,93600,76343,40,1.0,EXPLORE
855,16:06:17,93600,76353,40,1.0,BATTLE
855,16:06:18,93600,76363,40,1.0,BATTLE
856,16:06:20,93800,76423,40,1.0,BATTLE
856,16:06:21,93800,76433,40,1.0,BATTLE
857,16:06:23,93900,76455,40,1.0,EXPLORE
857,16:06:23,93900,76465,40,1.0,BATTLE
857,16:06:24,93900,76475,40,1.0,BATTLE
858,16:06:26,94000,76497,40,1.0,EXPLORE
858,16:06:27,94000,76499,40,1.0,EXPLORE
858,16:06:27,94000,76501,40,1.0,EXPLORE
858,16:06:28,94000,76503,40,1.0,EXPLORE
858,16:06:28,94000,76505,40,1.0,EXPLORE
858,16:06:28,94000,76515,40,1.0,BATTLE
858,16:06:29,94000,76525,40,1.0,BATTLE
859,16:06:31,94200,76577,40,1.0,EXPLORE
859,16:06:32,94200,76577,40,1.0,EXPLORE
859,16:06:32,94200,76579,40,1.0,EXPLORE
859,16:06:33,94200,76581,40,1.0,EXPLORE
859,16:06:33,94200,76586,40,1.0,EXPLORE
859,16:06:33,94200,76588,40,1.0,EXPLORE
859,16:06:34,94200,76588,40,1.0,EXPLORE
859,16:06:34,94200,76593,40,1.0,EXPLORE
859,16:06:34,94200,76595,40,1.0,EXPLORE
859,16:06:35,94200,76597,40,1.0,EXPLORE
859,16:06:35,94200,76607,40,1.0,BATTLE
859,16:06:36,94200,76617,40,1.0,BATTLE
860,16:06:38,94300,76639,40,1.0,EXPLORE
860,16:06:39,94300,76641,40,1.0,EXPLORE
860,16:06:39,94300,76643,40,1.0,EXPLORE
860,16:06:39,94300,76643,40,1.0,EXPLORE
860,16:06:40,94300,76648,40,1.0,EXPLORE
860,16:06:40,94300,76653,40,1.0,EXPLORE
860,16:06:41,94300,76655,40,1.0,EXPLORE
860,16:06:41,94300,76665,40,1.0,BATTLE
860,16:06:42,94300,76675,40,1.0,BATTLE
861,16:06:44,94500,76727,40,1.0,EXPLORE
861,16:06:44,94500,76732,40,1.0,EXPLORE
861,16:06:45,94500,76734,40,1.0,EXPLORE
861,16:06:45,94500,76734,40,1.0,EXPLORE
861,16:06:45,94500,76734,40,1.0,EXPLORE
861,16:06:46,94500,76736,40,1.0,EXPLORE
861,16:06:46,94500,76741,40,1.0,EXPLORE
861,16:06:47,94500,76741,40,1.0,EXPLORE
861,16:06:47,94500,76743,40,1.0,EXPLORE
861,16:06:47,94500,76743,40,1.0,EXPLORE
861,16:06:48,94500,76753,40,1.0,BATTLE
861,16:06:48,94500,76763,40,1.0,BATTLE
862,16:06:51,94600,76785,40,1.0,EXPLORE
862,16:06:51,94600,76787,40,1.0,EXPLORE
862,16:06:51,94600,76789,40,1.0,EXPLORE
862,16:06:52,94600,76791,40,1.0,EXPLORE
862,16:06:52,94600,76793,40,1.0,EXPLORE
862,16:06:53,94600,76808,40,1.0,HEAL
862,16:06:53,94600,76823,40,1.0,HEAL
862,16:06:54,94600,76838,40,1.0,HEAL
862,16:06:54,94600,76853,40,1.0,HEAL
862,16:06:55,94600,76868,40,1.0,HEAL
862,16:06:55,94600,76883,40,1.0,HEAL
862,16:06:56,94600,76885,40,1.0,EXPLORE
862,16:06:56,94600,76890,40,1.0,EXPLORE
862,16:06:57,94600,76892,40,1.0,EXPLORE
862,16:06:57,94600,76892,40,1.0,EXPLORE
862,16:06:58,94600,76902,40,1.0,BATTLE
862,16:06:58,94600,76912,40,1.0,BATTLE
863,16:07:01,94700,76932,40,1.0,EXPLORE
863,16:07:01,94700,76932,40,1.0,EXPLORE
863,16:07:01,94700,76932,40,1.0,EXPLORE
863,16:07:02,94700,76934,40,1.0,EXPLORE
863,16:07:02,94700,76936,40,1.0,EXPLORE
863,16:07:02,94700,76941,40,1.0,EXPLORE
863,16:07:03,94700,76951,40,1.0,BATTLE
863,16:07:04,94700,76961,40,1.0,BATTLE
864,16:07:06,94900,77013,40,1.0,EXPLORE
864,16:07:06,94900,77015,40,1.0,EXPLORE
864,16:07:07,94900,77017,40,1.0,EXPLORE
864,16:07:07,94900,77027,40,1.0,BATTLE
864,16:07:08,94900,77037,40,1.0,BATTLE
865,16:07:10,95000,77057,40,1.0,EXPLORE
865,16:07:11,95000,77072,40,1.0,HEAL
865,16:07:11,95000,77087,40,1.0,HEAL
865,16:07:12,95000,77102,40,1.0,HEAL
865,16:07:12,95000,77117,40,1.0,HEAL
865,16:07:13,95000,77132,40,1.0,HEAL
865,16:07:13,95000,77147,40,1.0,HEAL
865,16:07:14,95000,77157,40,1.0,BATTLE
865,16:07:15,95000,77167,40,1.0,BATTLE
866,16:07:17,95100,77189,40,1.0,EXPLORE
866,16:07:17,95100,77199,40,1.0,BATTLE
866,16:07:18,95100,77209,40,1.0,BATTLE
867,16:07:21,95100,77171,40,1.0,EXPLORE
867,16:07:21,95100,77176,40,1.0,EXPLORE
867,16:07:21,95100,77178,40,1.0,EXPLORE
867,16:07:22,95100,77183,40,1.0,EXPLORE
867,16:07:22,95100,77185,40,1.0,EXPLORE
867,16:07:22,95100,77195,40,1.0,BATTLE
867,16:07:23,95100,77205,40,1.0,BATTLE
868,16:07:25,95300,77255,40,1.0,EXPLORE
868,16:07:26,95300,77255,40,1.0,EXPLORE
868,16:07:26,95300,77257,40,1.0,EXPLORE
868,16:07:27,95300,77259,40,1.0,EXPLORE
868,16:07:27,95300,77264,40,1.0,EXPLORE
868,16:07:27,95300,77266,40,1.0,EXPLORE
868,16:07:28,95300,77266,40,1.0,EXPLORE
868,16:07:28,95300,77268,40,1.0,EXPLORE
868,16:07:28,95300,77278,40,1.0,BATTLE
868,16:07:29,95300,77288,40,1.0,BATTLE
869,16:07:32,95500,77338,40,1.0,EXPLORE
869,16:07:32,95500,77340,40,1.0,EXPLORE
869,16:07:32,95500,77345,40,1.0,EXPLORE
869,16:07:33,95500,77347,40,1.0,EXPLORE
869,16:07:33,95500,77367,40,1.0,PC_MANAGEMENT
869,16:07:34,95500,77387,40,1.0,PC_MANAGEMENT
869,16:07:35,95500,77392,40,1.0,PC_MANAGEMENT
869,16:07:35,95500,77402,40,1.0,PC_MANAGEMENT
869,16:07:35,95500,77404,40,1.0,EXPLORE
869,16:07:36,95500,77406,40,1.0,EXPLORE
869,16:07:36,95500,77416,40,1.0,BATTLE
869,16:07:37,95500,77426,40,1.0,BATTLE
870,16:07:39,95600,77448,40,1.0,EXPLORE
870,16:07:40,95600,77450,40,1.0,EXPLORE
870,16:07:40,95600,77452,40,1.0,EXPLORE
870,16:07:40,95600,77454,40,1.0,EXPLORE
870,16:07:41,95600,77456,40,1.0,EXPLORE
870,16:07:41,95600,77458,40,1.0,EXPLORE
870,16:07:42,95600,77463,40,1.0,EXPLORE
870,16:07:42,95600,77473,40,1.0,BATTLE
870,16:07:43,95600,77483,40,1.0,BATTLE
871,16:07:45,95700,77505,40,1.0,EXPLORE
871,16:07:45,95700,77515,40,1.0,BATTLE
871,16:07:46,95700,77525,40,1.0,BATTLE
872,16:07:48,95800,77555,40,1.0,BATTLE
872,16:07:49,95800,77565,40,1.0,BATTLE
873,16:07:51,96000,77617,40,1.0,EXPLORE
873,16:07:52,96000,77622,40,1.0,EXPLORE
873,16:07:52,96000,77627,40,1.0,EXPLORE
873,16:07:53,96000,77627,40,1.0,EXPLORE
873,16:07:53,96000,77629,40,1.0,EXPLORE
873,16:07:53,96000,77631,40,1.0,EXPLORE
873,16:07:54,96000,77633,40,1.0,EXPLORE
873,16:07:54,96000,77635,40,1.0,EXPLORE
873,16:07:54,96000,77637,40,1.0,EXPLORE
873,16:07:55,96000,77639,40,1.0,EXPLORE
873,16:07:55,96000,77649,40,1.0,BATTLE
873,16:07:56,96000,77659,40,1.0,BATTLE
874,16:07:58,96100,77681,40,1.0,EXPLORE
874,16:07:59,96100,77683,40,1.0,EXPLORE
874,16:07:59,96100,77685,40,1.0,EXPLORE
874,16:07:59,96100,77690,40,1.0,EXPLORE
874,16:08:00,96100,77692,40,1.0,EXPLORE
874,16:08:00,96100,77694,40,1.0,EXPLORE
874,16:08:00,96100,77696,40,1.0,EXPLORE
874,16:08:01,96100,77706,40,1.0,BATTLE
874,16:08:02,96100,77716,40,1.0,BATTLE
875,16:08:04,96200,77738,40,1.0,EXPLORE
875,16:08:04,96200,77743,40,1.0,EXPLORE
875,16:08:05,96200,77753,40,1.0,BATTLE
875,16:08:06,96200,77763,40,1.0,BATTLE
876,16:08:08,96200,77725,40,1.0,EXPLORE
876,16:08:08,96200,77730,40,1.0,EXPLORE
876,16:08:09,96200,77732,40,1.0,EXPLORE
876,16:08:09,96200,77734,40,1.0,EXPLORE
876,16:08:09,96200,77739,40,1.0,EXPLORE
876,16:08:10,96200,77741,40,1.0,EXPLORE
876,16:08:10,96200,77743,40,1.0,EXPLORE
876,16:08:11,96200,77758,40,1.0,HEAL
876,16:08:11,96200,77773,40,1.0,HEAL
876,16:08:12,96200,77788,40,1.0,HEAL
876,16:08:12,96200,77803,40,1.0,HEAL
876,16:08:13,96200,77818,40,1.0,HEAL
876,16:08:14,96200,77833,40,1.0,HEAL
876,16:08:14,96200,77835,40,1.0,EXPLORE
876,16:08:14,96200,77837,40,1.0,EXPLORE
876,16:08:15,96200,77857,40,1.0,PC_MANAGEMENT
876,16:08:16,96200,77877,40,1.0,PC_MANAGEMENT
876,16:08:17,96200,77882,40,1.0,PC_MANAGEMENT
876,16:08:17,96200,77892,40,1.0,PC_MANAGEMENT
876,16:08:17,96200,77902,40,1.0,BATTLE
876,16:08:18,96200,77912,40,1.0,BATTLE
